timestamp,min1,max1,min2,max2,
14450000000,1.30104183712431,1.59733813342061,0.242507922283698,0.571726029279583,
14460000000,1.28458093177452,1.59733813342061,0.0778988687857556,0.40711697578164,
14470000000,1.28458093177452,1.59733813342061,-0.0867101847121869,0.242507922283698,
14480000000,1.28458093177452,1.58087722807081,-0.251319238210129,0.0778988687857556,
14490000000,1.26812002642472,1.58087722807081,-0.415928291708072,0.0778988687857556,
14500000000,1.26812002642472,1.58087722807081,-0.580537345206014,-0.0867101847121869,
14510000000,1.26812002642472,1.58087722807081,-0.745146398703957,-0.251319238210129,
14520000000,1.26812002642472,1.58087722807081,-0.745146398703957,-0.415928291708072,
14530000000,1.26812002642472,1.56441632272102,-0.909755452201899,-0.580537345206014,
14540000000,1.25165912107493,1.56441632272102,-1.07436450569984,-0.745146398703957,
14550000000,1.25165912107493,1.58087722807081,-1.23897355919778,-0.745146398703957,
14560000000,1.25165912107493,1.56441632272102,-1.23897355919778,-0.909755452201899,
14570000000,1.23519821572513,1.54795541737123,-1.40358261269573,-1.07436450569984,
14580000000,1.23519821572513,1.54795541737123,-1.40358261269573,-1.07436450569984,
14590000000,1.23519821572513,1.54795541737123,-1.56819166619367,-1.23897355919778,
14600000000,1.23519821572513,1.54795541737123,-1.56819166619367,-1.23897355919778,
14610000000,1.23519821572513,1.54795541737123,-1.56819166619367,-1.23897355919778,
14620000000,1.23519821572513,1.53149451202143,-1.56819166619367,-1.23897355919778,
14630000000,1.21873731037534,1.53149451202143,-1.56819166619367,-1.23897355919778,
14640000000,1.21873731037534,1.53149451202143,-1.56819166619367,-1.23897355919778,
14650000000,1.21873731037534,1.53149451202143,-1.56819166619367,-1.23897355919778,
14660000000,1.21873731037534,1.53149451202143,-1.56819166619367,-1.23897355919778,
14670000000,1.20227640502555,1.51503360667164,-1.56819166619367,-1.23897355919778,
14680000000,1.20227640502555,1.51503360667164,-1.56819166619367,-1.07436450569984,
14690000000,1.20227640502555,1.51503360667164,-1.40358261269573,-1.07436450569984,
14700000000,1.20227640502555,1.51503360667164,-1.40358261269573,-1.07436450569984,
14710000000,1.20227640502555,1.49857270132184,-1.23897355919778,-0.909755452201899,
14720000000,1.20227640502555,1.49857270132184,-1.23897355919778,-0.745146398703957,
14730000000,1.18581549967575,1.49857270132184,-1.07436450569984,-0.745146398703957,
14740000000,1.20227640502555,1.51503360667164,-0.909755452201899,-0.580537345206014,
14750000000,1.20227640502555,1.49857270132184,-0.745146398703957,-0.415928291708072,
14760000000,1.23519821572513,1.54795541737123,-0.745146398703957,-0.251319238210129,
14770000000,1.25165912107493,1.56441632272102,-0.580537345206014,-0.0867101847121869,
14780000000,1.25165912107493,1.56441632272102,-0.415928291708072,0.0778988687857556,
14790000000,1.26812002642472,1.59733813342061,-0.251319238210129,0.0778988687857556,
14800000000,1.26812002642472,1.59733813342061,-0.0867101847121869,0.242507922283698,
14810000000,1.28458093177452,1.59733813342061,0.0778988687857556,0.40711697578164,
14820000000,1.30104183712431,1.59733813342061,0.242507922283698,0.571726029279583,
14830000000,1.28458093177452,1.6137990387704,0.40711697578164,0.736335082777525,
14840000000,1.30104183712431,1.6137990387704,0.40711697578164,0.900944136275467,
14850000000,1.31750274247411,1.6137990387704,0.571726029279583,0.900944136275467,
14860000000,1.31750274247411,1.6137990387704,0.736335082777525,1.06555318977341,
14870000000,1.31750274247411,1.6302599441202,0.900944136275467,1.23016224327135,
14880000000,1.31750274247411,1.6137990387704,0.900944136275467,1.23016224327135,
14890000000,1.31750274247411,1.6137990387704,1.06555318977341,1.39477129676929,
14900000000,1.31750274247411,1.6137990387704,1.06555318977341,1.39477129676929,
14910000000,1.31750274247411,1.6302599441202,1.23016224327135,1.55938035026724,
14920000000,1.31750274247411,1.6302599441202,1.23016224327135,1.55938035026724,
14930000000,1.31750274247411,1.6137990387704,1.23016224327135,1.55938035026724,
14940000000,1.31750274247411,1.6302599441202,1.39477129676929,1.55938035026724,
14950000000,1.31750274247411,1.6302599441202,1.39477129676929,1.55938035026724,
14960000000,1.31750274247411,1.6302599441202,1.39477129676929,1.55938035026724,
14970000000,1.31750274247411,1.6302599441202,1.23016224327135,1.55938035026724,
14980000000,1.31750274247411,1.6137990387704,1.23016224327135,1.55938035026724,
14990000000,1.31750274247411,1.6302599441202,1.23016224327135,1.55938035026724,
15000000000,1.30104183712431,1.6302599441202,1.23016224327135,1.39477129676929,
15010000000,1.31750274247411,1.6302599441202,1.06555318977341,1.39477129676929,
15020000000,1.31750274247411,1.6137990387704,0.900944136275467,1.23016224327135,
15030000000,1.30104183712431,1.6137990387704,0.900944136275467,1.23016224327135,
15040000000,1.30104183712431,1.6137990387704,0.736335082777525,1.06555318977341,
15050000000,1.30104183712431,1.6137990387704,0.571726029279583,0.900944136275467,
15060000000,1.30104183712431,1.6137990387704,0.571726029279583,0.900944136275467,
15070000000,1.30104183712431,1.59733813342061,0.40711697578164,0.736335082777525,
15080000000,1.28458093177452,1.59733813342061,0.242507922283698,0.571726029279583,
15090000000,1.28458093177452,1.59733813342061,0.0778988687857556,0.40711697578164,
15100000000,1.28458093177452,1.59733813342061,-0.0867101847121869,0.40711697578164,
15110000000,1.28458093177452,1.58087722807081,-0.251319238210129,0.242507922283698,
15120000000,1.26812002642472,1.58087722807081,-0.415928291708072,0.0778988687857556,
15130000000,1.26812002642472,1.58087722807081,-0.580537345206014,-0.0867101847121869,
15140000000,1.26812002642472,1.58087722807081,-0.580537345206014,-0.251319238210129,
15150000000,1.26812002642472,1.56441632272102,-0.745146398703957,-0.415928291708072,
15160000000,1.25165912107493,1.56441632272102,-0.909755452201899,-0.580537345206014,
15170000000,1.25165912107493,1.56441632272102,-1.07436450569984,-0.580537345206014,
15180000000,1.25165912107493,1.56441632272102,-1.07436450569984,-0.745146398703957,
15190000000,1.25165912107493,1.56441632272102,-1.23897355919778,-0.909755452201899,
15200000000,1.25165912107493,1.54795541737123,-1.40358261269573,-0.909755452201899,
15210000000,1.23519821572513,1.54795541737123,-1.40358261269573,-1.07436450569984,
15220000000,1.23519821572513,1.54795541737123,-1.56819166619367,-1.07436450569984,
15230000000,1.23519821572513,1.54795541737123,-1.56819166619367,-1.23897355919778,
15240000000,1.23519821572513,1.54795541737123,-1.56819166619367,-1.23897355919778,
15250000000,1.23519821572513,1.53149451202143,-1.56819166619367,-1.23897355919778,
15260000000,1.21873731037534,1.53149451202143,-1.56819166619367,-1.23897355919778,
15270000000,1.21873731037534,1.53149451202143,-1.56819166619367,-1.23897355919778,
15280000000,1.21873731037534,1.53149451202143,-1.56819166619367,-1.23897355919778,
15290000000,1.21873731037534,1.53149451202143,-1.56819166619367,-1.23897355919778,
15300000000,1.21873731037534,1.51503360667164,-1.56819166619367,-1.23897355919778,
15310000000,1.20227640502555,1.51503360667164,-1.56819166619367,-1.23897355919778,
15320000000,1.20227640502555,1.51503360667164,-1.40358261269573,-1.07436450569984,
15330000000,1.20227640502555,1.51503360667164,-1.40358261269573,-1.07436450569984,
15340000000,1.18581549967575,1.51503360667164,-1.23897355919778,-0.909755452201899,
15350000000,1.18581549967575,1.49857270132184,-1.23897355919778,-0.745146398703957,
15360000000,1.18581549967575,1.49857270132184,-1.07436450569984,-0.745146398703957,
15370000000,1.20227640502555,1.51503360667164,-0.909755452201899,-0.580537345206014,
15380000000,1.20227640502555,1.51503360667164,-0.909755452201899,-0.415928291708072,
15390000000,1.23519821572513,1.54795541737123,-0.745146398703957,-0.251319238210129,
15400000000,1.25165912107493,1.56441632272102,-0.580537345206014,-0.251319238210129,
15410000000,1.25165912107493,1.56441632272102,-0.415928291708072,-0.0867101847121869,
15420000000,1.26812002642472,1.58087722807081,-0.251319238210129,0.0778988687857556,
15430000000,1.26812002642472,1.58087722807081,-0.0867101847121869,0.242507922283698,
15440000000,1.28458093177452,1.59733813342061,0.0778988687857556,0.40711697578164,
15450000000,1.28458093177452,1.59733813342061,0.242507922283698,0.571726029279583,
15460000000,1.28458093177452,1.59733813342061,0.242507922283698,0.736335082777525,
15470000000,1.30104183712431,1.6137990387704,0.40711697578164,0.736335082777525,
15480000000,1.30104183712431,1.59733813342061,0.571726029279583,0.900944136275467,
15490000000,1.30104183712431,1.6302599441202,0.736335082777525,1.06555318977341,
15500000000,1.31750274247411,1.6137990387704,0.900944136275467,1.23016224327135,
15510000000,1.31750274247411,1.6137990387704,0.900944136275467,1.23016224327135,
15520000000,1.31750274247411,1.6302599441202,1.06555318977341,1.39477129676929,
15530000000,1.31750274247411,1.6302599441202,1.06555318977341,1.39477129676929,
15540000000,1.30104183712431,1.6302599441202,1.23016224327135,1.55938035026724,
15550000000,1.31750274247411,1.6137990387704,1.23016224327135,1.55938035026724,
15560000000,1.31750274247411,1.6137990387704,1.23016224327135,1.55938035026724,
15570000000,1.31750274247411,1.6302599441202,1.39477129676929,1.55938035026724,
15580000000,1.31750274247411,1.6302599441202,1.39477129676929,1.55938035026724,
15590000000,1.31750274247411,1.6302599441202,1.39477129676929,1.55938035026724,
15600000000,1.31750274247411,1.6302599441202,1.39477129676929,1.55938035026724,
15610000000,1.30104183712431,1.6302599441202,1.23016224327135,1.55938035026724,
15620000000,1.30104183712431,1.6137990387704,1.23016224327135,1.55938035026724,
15630000000,1.31750274247411,1.6137990387704,1.23016224327135,1.55938035026724,
15640000000,1.31750274247411,1.6302599441202,1.06555318977341,1.39477129676929,
15650000000,1.31750274247411,1.6137990387704,1.06555318977341,1.39477129676929,
15660000000,1.30104183712431,1.6137990387704,0.900944136275467,1.23016224327135,
15670000000,1.30104183712431,1.6137990387704,0.736335082777525,1.23016224327135,
15680000000,1.30104183712431,1.6137990387704,0.736335082777525,1.06555318977341,
15690000000,1.30104183712431,1.6137990387704,0.571726029279583,0.900944136275467,
15700000000,1.30104183712431,1.59733813342061,0.40711697578164,0.736335082777525,
15710000000,1.28458093177452,1.59733813342061,0.242507922283698,0.736335082777525,
15720000000,1.28458093177452,1.59733813342061,0.0778988687857556,0.571726029279583,
15730000000,1.28458093177452,1.58087722807081,-0.0867101847121869,0.40711697578164,
15740000000,1.28458093177452,1.59733813342061,-0.0867101847121869,0.242507922283698,
15750000000,1.26812002642472,1.58087722807081,-0.251319238210129,0.0778988687857556,
15760000000,1.26812002642472,1.58087722807081,-0.415928291708072,-0.0867101847121869,
15770000000,1.26812002642472,1.58087722807081,-0.580537345206014,-0.251319238210129,
15780000000,1.26812002642472,1.58087722807081,-0.745146398703957,-0.415928291708072,
15790000000,1.25165912107493,1.56441632272102,-0.909755452201899,-0.415928291708072,
15800000000,1.25165912107493,1.56441632272102,-1.07436450569984,-0.580537345206014,
15810000000,1.25165912107493,1.56441632272102,-1.07436450569984,-0.745146398703957,
15820000000,1.25165912107493,1.56441632272102,-1.23897355919778,-0.909755452201899,
15830000000,1.25165912107493,1.56441632272102,-1.23897355919778,-0.909755452201899,
15840000000,1.23519821572513,1.54795541737123,-1.40358261269573,-1.07436450569984,
15850000000,1.23519821572513,1.54795541737123,-1.40358261269573,-1.07436450569984,
15860000000,1.23519821572513,1.54795541737123,-1.56819166619367,-1.23897355919778,
15870000000,1.23519821572513,1.53149451202143,-1.56819166619367,-1.23897355919778,
15880000000,1.23519821572513,1.53149451202143,-1.56819166619367,-1.23897355919778,
15890000000,1.21873731037534,1.54795541737123,-1.56819166619367,-1.23897355919778,
15900000000,1.21873731037534,1.53149451202143,-1.56819166619367,-1.23897355919778,
15910000000,1.21873731037534,1.53149451202143,-1.56819166619367,-1.23897355919778,
15920000000,1.21873731037534,1.53149451202143,-1.56819166619367,-1.23897355919778,
15930000000,1.21873731037534,1.51503360667164,-1.56819166619367,-1.23897355919778,
15940000000,1.20227640502555,1.51503360667164,-1.56819166619367,-1.23897355919778,
