timestamp,min1,max1,min2,max2,
-2135000000,1.31750274247411,1.6302599441202,-0.0867101847121869,0.242507922283698,
-2130000000,1.31750274247411,1.6137990387704,-0.0867101847121869,0.242507922283698,
-2125000000,1.41626817457287,1.49857270132184,0.0778988687857556,0.40711697578164,
-2120000000,1.31750274247411,1.6302599441202,0.0778988687857556,0.40711697578164,
-2115000000,1.30104183712431,1.6137990387704,0.0778988687857556,0.40711697578164,
-2110000000,1.41626817457287,1.48211179597205,0.242507922283698,0.571726029279583,
-2105000000,1.30104183712431,1.6137990387704,0.242507922283698,0.571726029279583,
-2100000000,1.30104183712431,1.6137990387704,0.40711697578164,0.736335082777525,
-2095000000,1.30104183712431,1.6137990387704,0.40711697578164,0.736335082777525,
-2090000000,1.41626817457287,1.48211179597205,0.40711697578164,0.736335082777525,
-2085000000,1.30104183712431,1.6302599441202,0.571726029279583,0.900944136275467,
-2080000000,1.30104183712431,1.6302599441202,0.571726029279583,0.900944136275467,
-2075000000,1.41626817457287,1.49857270132184,0.736335082777525,0.900944136275467,
-2070000000,1.3339636478239,1.64672084946999,0.736335082777525,1.06555318977341,
-2065000000,1.3339636478239,1.64672084946999,0.736335082777525,1.06555318977341,
-2060000000,1.44918998527246,1.49857270132184,0.900944136275467,1.23016224327135,
-2055000000,1.36688545852349,1.66318175481979,0.900944136275467,1.23016224327135,
-2050000000,1.35042455317369,1.67964266016958,0.900944136275467,1.23016224327135,
-2045000000,1.36688545852349,1.66318175481979,1.06555318977341,1.23016224327135,
-2040000000,1.48211179597205,1.54795541737123,1.06555318977341,1.39477129676929,
-2035000000,1.36688545852349,1.69610356551937,1.06555318977341,1.39477129676929,
-2030000000,1.38334636387328,1.69610356551937,1.06555318977341,1.39477129676929,
-2025000000,1.49857270132184,1.58087722807081,1.23016224327135,1.39477129676929,
-2020000000,1.41626817457287,1.71256447086917,1.23016224327135,1.39477129676929,
-2015000000,1.41626817457287,1.72902537621896,1.23016224327135,1.55938035026724,
-2010000000,1.53149451202143,1.58087722807081,1.23016224327135,1.55938035026724,
-2005000000,1.43272907992267,1.74548628156876,1.23016224327135,1.55938035026724,
-2000000000,1.43272907992267,1.74548628156876,1.23016224327135,1.55938035026724,
-1995000000,1.43272907992267,1.74548628156876,1.23016224327135,1.55938035026724,
-1990000000,1.54795541737123,1.59733813342061,1.23016224327135,1.55938035026724,
-1985000000,1.43272907992267,1.74548628156876,1.39477129676929,1.55938035026724,
-1980000000,1.43272907992267,1.74548628156876,1.39477129676929,1.55938035026724,
-1975000000,1.54795541737123,1.6137990387704,1.39477129676929,1.55938035026724,
-1970000000,1.43272907992267,1.74548628156876,1.39477129676929,1.55938035026724,
-1965000000,1.43272907992267,1.74548628156876,1.39477129676929,1.55938035026724,
-1960000000,1.54795541737123,1.59733813342061,1.39477129676929,1.55938035026724,
-1955000000,1.43272907992267,1.72902537621896,1.23016224327135,1.55938035026724,
-1950000000,1.41626817457287,1.72902537621896,1.23016224327135,1.55938035026724,
-1945000000,1.41626817457287,1.72902537621896,1.23016224327135,1.55938035026724,
-1940000000,1.53149451202143,1.58087722807081,1.23016224327135,1.55938035026724,
-1935000000,1.41626817457287,1.72902537621896,1.23016224327135,1.55938035026724,
-1930000000,1.41626817457287,1.72902537621896,1.23016224327135,1.55938035026724,
-1925000000,1.51503360667164,1.59733813342061,1.23016224327135,1.39477129676929,
-1920000000,1.41626817457287,1.72902537621896,1.06555318977341,1.39477129676929,
-1915000000,1.41626817457287,1.71256447086917,1.06555318977341,1.39477129676929,
-1910000000,1.53149451202143,1.58087722807081,1.06555318977341,1.39477129676929,
-1905000000,1.39980726922308,1.71256447086917,1.06555318977341,1.23016224327135,
-1900000000,1.39980726922308,1.71256447086917,0.900944136275467,1.23016224327135,
-1895000000,1.39980726922308,1.71256447086917,0.900944136275467,1.23016224327135,
-1890000000,1.51503360667164,1.56441632272102,0.900944136275467,1.23016224327135,
-1885000000,1.39980726922308,1.71256447086917,0.736335082777525,1.06555318977341,
-1880000000,1.39980726922308,1.71256447086917,0.736335082777525,1.06555318977341,
-1875000000,1.49857270132184,1.58087722807081,0.736335082777525,0.900944136275467,
-1870000000,1.38334636387328,1.69610356551937,0.571726029279583,0.900944136275467,
-1865000000,1.38334636387328,1.69610356551937,0.571726029279583,0.900944136275467,
-1860000000,1.49857270132184,1.56441632272102,0.571726029279583,0.736335082777525,
-1855000000,1.38334636387328,1.69610356551937,0.40711697578164,0.736335082777525,
-1850000000,1.38334636387328,1.69610356551937,0.40711697578164,0.736335082777525,
-1845000000,1.38334636387328,1.69610356551937,0.242507922283698,0.571726029279583,
-1840000000,1.41626817457287,1.72902537621896,0.242507922283698,0.571726029279583,
-1835000000,1.41626817457287,1.72902537621896,0.242507922283698,0.40711697578164,
-1830000000,1.41626817457287,1.72902537621896,0.0778988687857556,0.40711697578164,
-1825000000,1.51503360667164,1.6137990387704,0.0778988687857556,0.40711697578164,
-1820000000,1.43272907992267,1.74548628156876,-0.0867101847121869,0.242507922283698,
-1815000000,1.43272907992267,1.74548628156876,-0.0867101847121869,0.242507922283698,
-1810000000,1.54795541737123,1.6137990387704,-0.251319238210129,0.0778988687857556,
-1805000000,1.43272907992267,1.74548628156876,-0.251319238210129,0.0778988687857556,
-1800000000,1.43272907992267,1.74548628156876,-0.415928291708072,-0.0867101847121869,
-1795000000,1.43272907992267,1.74548628156876,-0.415928291708072,-0.0867101847121869,
-1790000000,1.43272907992267,1.74548628156876,-0.415928291708072,-0.251319238210129,
-1785000000,1.43272907992267,1.74548628156876,-0.580537345206014,-0.251319238210129,
-1780000000,1.43272907992267,1.74548628156876,-0.580537345206014,-0.251319238210129,
-1775000000,1.53149451202143,1.59733813342061,-0.745146398703957,-0.415928291708072,
-1770000000,1.43272907992267,1.74548628156876,-0.745146398703957,-0.415928291708072,
-1765000000,1.43272907992267,1.72902537621896,-0.745146398703957,-0.580537345206014,
-1760000000,1.53149451202143,1.59733813342061,-0.909755452201899,-0.580537345206014,
-1755000000,1.41626817457287,1.72902537621896,-0.909755452201899,-0.580537345206014,
-1750000000,1.41626817457287,1.72902537621896,-1.07436450569984,-0.745146398703957,
-1745000000,1.41626817457287,1.72902537621896,-1.07436450569984,-0.745146398703957,
-1740000000,1.41626817457287,1.72902537621896,-1.07436450569984,-0.745146398703957,
-1735000000,1.41626817457287,1.72902537621896,-1.23897355919778,-0.909755452201899,
-1730000000,1.41626817457287,1.71256447086917,-1.23897355919778,-0.909755452201899,
-1725000000,1.51503360667164,1.59733813342061,-1.23897355919778,-0.909755452201899,
-1720000000,1.41626817457287,1.71256447086917,-1.40358261269573,-1.07436450569984,
-1715000000,1.41626817457287,1.71256447086917,-1.40358261269573,-1.07436450569984,
-1710000000,1.51503360667164,1.58087722807081,-1.40358261269573,-1.07436450569984,
-1705000000,1.39980726922308,1.71256447086917,-1.40358261269573,-1.07436450569984,
-1700000000,1.39980726922308,1.71256447086917,-1.56819166619367,-1.23897355919778,
